1,7762
2,7964
3,7984
4,7996
5,7858
6,7923
7,7962
8,8075
9,8033
10,7908
11,7949
12,7847
13,8077
14,8100
15,7893
16,7894
17,7933
18,8031
19,8011
20,7942
21,8012
22,8107
23,7940
24,8066
25,8066
26,7986
27,8029
28,7878
29,8220
30,8000
31,8061
32,8132
33,8031
34,8051
35,8103
36,8076
37,8049
38,8062
39,8108
40,8128
41,8049
42,8051
43,8100
44,8270
45,8198
46,8149
47,8304
48,8239
49,8196
50,8251
51,8143
52,8046
53,8312
54,8221
55,8244
56,8132
57,8197
58,8129
59,8198
60,8116
61,8354
62,8361
63,8095
64,8188
65,8331
66,8299
67,8233
68,8192
69,8222
70,8106
71,8441
72,8252
73,8120
74,8405
75,8277
76,8210
77,8340
78,8272
79,8345
80,8399
81,8427
82,8325
83,8368
84,8389
85,8415
86,8381
87,8497
88,8493
89,8489
90,8273
91,8487
92,8476
93,8387
94,8526
95,8359
96,8427
97,8468
98,8603
99,8395
100,8466
101,8450
102,8475
103,8551
104,8416
105,8439
106,8472
107,8483
108,8492
109,8470
110,8453
111,8323
112,8462
113,8615
114,8535
115,8487
116,8562
117,8550
118,8472
119,8561
120,8659
121,8529
122,8576
123,8632
124,8461
125,8623
126,8376
127,8573
128,8681
129,8637
130,8615
131,8628
132,8578
133,8601
134,8526
135,8650
136,8667
137,8616
138,8630
139,8445
140,8528
141,8707
142,8588
143,8646
144,8676
145,8642
146,8829
147,8699
148,8673
149,8492
150,8679
151,8639
152,8927
153,8711
154,8631
155,8751
156,8845
157,8930
158,8877
159,8884
160,8786
161,8878
162,8667
163,8803
164,8792
165,8590
166,8758
167,8869
168,8752
169,8595
170,8798
171,8811
172,8952
173,8712
174,8674
175,9025
176,8831
177,8770
178,8928
179,8792
180,8844
181,8714
182,8859
183,8803
184,8884
185,8801
186,8821
187,8890
188,8853
189,9011
190,8908
191,8740
192,9000
193,8900
194,9041
195,8861
196,9114
197,8940
198,8891
199,9093
200,9051
201,8955
202,8892
203,8892
204,8977
205,8992
206,8991
207,8828
208,8931
209,8956
210,9020
211,8978
212,9068
213,9133
214,9009
215,8987
216,9041
217,8816
218,8917
219,8885
220,9076
221,8991
222,8940
223,8981
224,9044
225,8962
226,9086
227,8796
228,9054
229,9206
230,8889
231,9067
232,9064
233,9025
234,9174
235,9165
236,8981
237,9182
238,9075
239,9032
240,9112
241,8943
242,8986
243,9091
244,9135
245,9061
246,9090
247,9048
248,9056
249,9239
250,9076
251,9132
252,9145
253,9232
254,9260
255,9058
256,9199
257,9132
258,9267
259,9236
260,9101
261,9078
262,9091
263,9129
264,9220
265,9241
266,9210
267,9296
268,9122
269,9280
270,9111
271,9064
272,9182
273,9266
274,9090
275,9199
276,9202
277,9311
278,9271
279,9148
280,9123
281,9093
282,9242
283,9204
284,9371
285,9295
286,9259
287,9140
288,9366
289,9327
290,9292
291,9323
292,9417
293,9362
294,9241
295,9293
296,9276
297,9326
298,9301
299,9279
300,9194
301,9278
302,9400
303,9238
304,9322
305,9267
306,9298
307,9273
308,9257
309,9300
310,9347
311,9396
312,9383
313,9530
314,9390
315,9303
316,9504
317,9409
318,9327
319,9447
320,9257
321,9326
322,9373
323,9359
324,9406
325,9343
326,9347
327,9297
328,9595
329,9349
330,9314
331,9400
332,9473
333,9258
334,9380
335,9376
336,9313
337,9546
338,9448
339,9519
340,9505
341,9513
342,9196
343,9372
344,9504
345,9414
346,9424
347,9485
348,9392
349,9310
350,9403
351,9445
352,9583
353,9392
354,9505
355,9358
356,9468
357,9525
358,9264
359,9550
360,9551
361,9490
362,9470
363,9489
364,9435
365,9533
366,9494
367,9519
368,9475
369,9406
370,9623
371,9619
372,9404
373,9483
374,9479
375,9631
376,9518
377,9474
378,9446
379,9587
380,9492
381,9368
382,9477
383,9358
384,9672
385,9508
386,9688
387,9446
388,9530
389,9429
390,9460
391,9570
392,9507
393,9442
394,9528
395,9504
396,9565
397,9673
398,9537
399,9402
400,9764
401,9564
402,9571
403,9532
404,9684
405,9530
406,9409
407,9497
408,9459
409,9594
410,9518
411,9576
412,9713
413,9713
414,9386
415,9577
416,9654
417,9696
418,9604
419,9539
420,9685
421,9796
422,9579
423,9571
424,9563
425,9753
426,9716
427,9498
428,9536
429,9608
430,9725
431,9665
432,9723
433,9606
434,9626
435,9744
436,9902
437,9684
438,9516
439,9774
440,9635
441,9714
442,9544
443,9749
444,9556
445,9715
446,9797
447,9617
448,9588
449,9824
450,9756
451,9710
452,9779
453,9774
454,9825
455,9927
456,9579
457,9712
458,9670
459,9611
460,9719
461,9701
462,9732
463,9649
464,9660
465,9785
466,9554
467,9787
468,9798
469,9932
470,9707
471,9909
472,9635
473,9834
474,9741
475,9709
476,9860
477,9792
478,9682
479,9696
480,9728
481,9802
482,9758
483,9736
484,9702
485,9573
486,9632
487,9823
488,9881
489,9807
490,9851
491,9814
492,9651
493,9745
494,9745
495,9660
496,9814
497,9701
498,9659
499,9824
500,9850
501,9803
502,9728
503,9739
504,9876
505,9702
506,9785
507,9920
508,9815
509,9633
510,9867
511,9827
512,9800
513,9929
514,9905
515,9740
516,9971
517,9947
518,9811
519,9915
520,9951
521,9768
522,9811
523,9809
524,9958
525,9966
526,9752
527,9873
528,9855
529,10074
530,9920
531,10038
532,9965
533,9828
534,9809
535,9850
536,10018
537,9800
538,9878
539,9866
540,9688
541,9967
542,9850
543,9774
544,10005
545,9832
546,9738
547,9771
548,9778
549,9891
550,9897
551,9885
552,10049
553,9909
554,10064
555,9928
556,9901
557,9989
558,9773
559,9829
560,9892
561,9948
562,9826
563,9923
564,10058
565,9784
566,10077
567,9897
568,9929
569,10015
570,9857
571,9898
572,10040
573,9857
574,9909
575,10015
576,9983
577,9997
578,9982
579,10091
580,9961
581,10072
582,9974
583,9990
584,10034
585,9888
586,9922
587,10092
588,9912
589,9928
590,9905
591,10047
592,10097
593,9993
594,9933
595,10089
596,9909
597,9805
598,10057
599,10079
600,9986
601,9964
602,9850
603,9935
604,9997
605,10051
606,10082
607,10003
608,10119
609,10059
610,9977
611,9959
612,10070
613,10043
614,9881
615,10052
616,10010
617,10047
618,9980
619,10046
620,10036
621,9978
622,9990
623,9969
624,9969
625,10048
626,9940
627,9924
628,9845
629,10124
630,10068
631,10055
632,10085
633,10106
634,10148
635,10003
636,10101
637,10143
638,10011
639,10017
640,10040
641,10143
642,10078
643,9976
644,10077
645,10061
646,10143
647,9995
648,10021
649,10117
650,10115
651,10052
652,10067
653,10049
654,10103
655,9975
656,10131
657,9912
658,9951
659,10064
660,10021
661,10160
662,10236
663,9912
664,10172
665,10156
666,10040
667,10002
668,10165
669,9987
670,10177
671,9874
672,10032
673,10064
674,10099
675,10125
676,10148
677,10090
678,10202
679,10205
680,10011
681,10327
682,10082
683,10093
684,10196
685,10247
686,10092
687,10120
688,10119
689,10200
690,10125
691,10100
692,10159
693,10063
694,10137
695,10069
696,9939
697,10249
698,10069
699,10140
700,10063
701,9880
702,10098
703,10040
704,10152
705,9971
706,10209
707,10238
708,10126
709,10435
710,9934
711,10153
712,10064
713,10272
714,10243
715,9991
716,10196
717,10064
718,10154
719,10095
720,10081
721,10242
722,10140
723,10250
724,10115
725,10237
726,10246
727,10079
728,10085
729,10023
730,10148
731,10141
732,10141
733,10187
734,10067
735,10312
736,10155
737,10258
738,10297
739,10197
740,10184
741,10325
742,10158
743,10230
744,10118
745,10338
746,10134
747,10185
748,10129
749,10208
750,10059
751,10361
752,10129
753,10065
754,10297
755,10241
756,10111
757,10164
758,10134
759,10165
760,10324
761,10099
762,10193
763,10148
764,10032
765,10236
766,10238
767,10160
768,10178
769,10261
770,10185
771,10104
772,10284
773,10176
774,10094
775,10145
776,10282
777,10164
778,10128
779,10183
780,10190
781,10137
782,10240
783,10067
784,10126
785,10273
786,10232
787,10203
788,10233
789,10122
790,10028
791,10217
792,10434
793,10311
794,10228
795,10133
796,10257
797,10223
798,10219
799,10170
800,10153
801,10188
802,10398
803,10418
804,10130
805,10182
806,10027
807,10086
808,10178
809,10156
810,10200
811,10191
812,10255
813,10180
814,10270
815,10278
816,10144
817,10078
818,10208
819,10210
820,10187
821,10240
822,10158
823,10264
824,10290
825,10228
826,10379
827,10289
828,10272
829,10093
830,10095
831,10332
832,9960
833,10248
834,10087
835,10262
836,10305
837,10228
838,10182
839,10161
840,10192
841,10331
842,10037
843,10112
844,10087
845,10236
846,10414
847,10130
848,10070
849,10120
850,10224
851,10194
852,10207
853,10097
854,10291
855,10296
856,10115
857,10091
858,10215
859,10093
860,10084
861,10281
862,10195
863,10154
864,10262
865,10271
866,10214
867,10118
868,10189
869,10143
870,10262
871,10057
872,10284
873,10158
874,10312
875,10430
876,10302
877,10264
878,10153
879,10321
880,10250
881,10228
882,10394
883,10282
884,10302
885,10207
886,10425
887,10165
888,10127
889,10111
890,10262
891,10281
892,10271
893,10331
894,10079
895,10122
896,10337
897,10080
898,10130
899,10096
900,10257
901,10184
902,10247
903,10123
904,10186
905,10164
906,10335
907,10221
908,10279
909,10114
910,10171
911,10119
912,10295
913,10207
914,10220
915,10319
916,10238
917,10243
918,10214
919,10183
920,10295
921,10242
922,10187
923,10220
924,10197
925,10349
926,10282
927,10216
928,10182
929,10361
930,10199
931,10108
932,10151
933,10247
934,10412
935,10201
936,10297
937,10221
938,10174
939,10375
940,10372
941,10179
942,10273
943,10233
944,10377
945,10129
946,10310
947,10184
948,10106
949,10234
950,10138
951,10170
952,10185
953,10025
954,10100
955,10303
956,10378
957,10338
958,10177
959,10321
960,9980
961,10134
962,10146
963,10238
964,10092
965,10297
966,10267
967,10298
968,10338
969,10239
970,10236
971,10179
972,10240
973,10115
974,10290
975,10272
976,10176
977,10281
978,10349
979,10397
980,10091
981,10403
982,10242
983,10215
984,10309
985,10239
986,10293
987,10272
988,10174
989,10310
990,10195
991,10234
992,10189
993,10132
994,10281
995,10324
996,10226
997,10261
998,10120
999,9969
1000,10316
1001,10222
1002,10306
1003,10455
1004,10313
1005,10387
1006,10415
1007,10433
1008,10309
1009,10166
1010,10213
1011,10296
1012,10268
1013,10188
1014,10269
1015,10451
1016,10187
1017,10226
1018,10120
1019,10152
1020,10244
1021,10154
1022,10296
1023,10142
1024,10232
1025,10150
1026,10265
1027,10241
1028,10239
1029,10205
1030,10293
1031,10215
1032,10278
1033,10221
1034,10276
1035,10296
1036,10242
1037,10137
1038,10261
1039,10241
1040,10264
1041,10318
1042,10107
1043,10229
1044,10290
1045,10271
1046,10392
1047,10066
1048,10242
1049,10150
1050,10373
1051,10174
1052,10125
1053,10184
1054,10253
1055,10055
1056,10082
1057,10269
1058,10147
1059,10075
1060,10227
1061,10319
1062,10274
1063,10132
1064,10142
1065,10157
1066,10137
1067,10197
1068,10104
1069,10156
1070,10432
1071,10220
1072,10267
1073,10175
1074,10155
1075,10158
1076,10087
1077,10331
1078,10147
1079,10222
1080,10100
1081,10382
1082,10261
1083,10200
1084,10358
1085,10136
1086,10235
1087,10344
1088,10056
1089,10189
1090,10318
1091,10398
1092,10219
1093,10267
1094,10086
1095,10289
1096,10210
1097,10289
1098,10195
1099,10286
1100,10169
1101,10308
1102,10138
1103,10050
1104,10263
1105,10355
1106,10220
1107,10258
1108,10236
1109,10322
1110,10206
1111,10231
1112,10114
1113,10207
1114,10115
1115,10168
1116,10156
1117,10418
1118,10354
1119,10203
1120,10255
1121,10171
1122,10088
1123,10215
1124,10305
1125,10281
1126,10275
1127,10247
1128,10219
1129,10074
1130,10174
1131,10187
1132,10207
1133,10379
1134,10330
1135,10180
1136,10083
1137,10242
1138,10326
1139,10191
1140,10230
1141,10178
1142,10117
1143,10062
1144,10148
1145,10157
1146,10220
1147,10261
1148,10277
1149,10223
1150,10081
1151,10306
1152,10310
1153,10085
1154,10282
1155,10293
1156,10299
1157,10114
1158,10297
1159,10145
1160,10183
1161,10213
1162,10209
1163,10264
1164,10228
1165,10103
1166,10069
1167,10280
1168,10173
1169,10166
1170,10193
1171,10185
1172,10034
1173,10280
1174,10360
1175,10199
1176,10176
1177,10220
1178,10238
1179,10141
1180,10123
1181,10179
1182,9922
1183,10006
1184,10199
1185,10205
