09:18:29,00000,0,0,0,0,0,0,0,0,0,0
09:18:30,01000,4720,21,222,268,0,0,0,0,0,0
09:18:32,01000,4720,22,222,268,0,0,0,0,0,0
09:18:34,01000,4721,21,222,268,0,0,0,0,0,0
09:18:36,01000,4721,22,222,268,0,0,0,0,0,0
09:18:38,01000,4724,22,223,268,0,0,0,0,0,0
09:18:40,01000,4724,21,223,268,0,0,0,0,0,0
09:18:42,01000,4724,23,223,268,0,0,0,0,0,0
09:18:44,01000,4724,24,223,268,0,0,0,0,0,0
09:18:46,01000,4725,23,223,268,0,0,0,0,0,0
09:18:48,01000,4726,21,223,268,0,0,0,0,0,0
09:18:50,01000,4727,21,224,268,0,0,0,0,0,0
09:18:54,01000,4728,22,224,268,0,0,0,0,0,0
09:18:56,01000,4729,22,224,268,0,0,0,0,0,0
09:18:58,01000,4730,21,224,268,0,0,0,0,0,0
09:19:00,01000,4731,21,225,268,0,0,0,0,0,0
09:19:02,01000,4732,22,225,268,0,0,0,0,0,0
09:19:04,01000,4733,22,225,268,0,0,0,0,0,0
09:19:08,01000,4734,21,225,268,0,0,0,0,0,0
09:19:10,01000,4735,22,226,268,0,0,0,0,0,0
09:19:12,01000,4735,21,226,268,0,0,0,0,0,0
09:19:14,01000,4736,22,226,268,0,0,0,0,0,0
09:19:16,01000,4737,21,226,268,0,0,0,0,0,0
09:19:18,01000,4738,21,226,268,0,0,0,0,0,0
09:19:20,01000,4738,22,226,268,0,0,0,0,0,0
09:19:22,01000,4739,21,227,268,0,0,0,0,0,0
09:19:24,01000,4740,21,227,268,0,0,0,0,0,0
09:19:26,01000,4740,22,227,268,0,0,0,0,0,0
09:19:28,01000,4741,22,227,267,0,0,0,0,0,0
09:19:30,01000,4741,22,228,267,0,0,0,0,0,0
09:19:32,01000,4742,21,228,267,0,0,0,0,0,0
09:19:36,01000,4743,21,228,267,0,0,0,0,0,0
09:19:38,01000,4744,21,229,267,0,0,0,0,0,0
09:19:40,01000,4744,22,229,267,0,0,0,0,0,0
09:19:42,01000,4745,21,229,267,0,0,0,0,0,0
