23:36:13,01000,4818,29,823,964,0,191,3,20075,0,170
23:36:18,01000,4819,29,823,964,0,191,3,20075,0,170
23:36:20,01000,4818,29,823,964,0,191,3,20075,0,170
23:36:22,01000,4819,29,823,964,0,191,3,20075,0,170
23:36:28,01000,4819,30,823,964,0,191,3,20075,0,170
23:36:34,01000,4819,29,823,964,0,191,3,20075,0,170
23:36:36,01000,4819,30,823,964,0,191,3,20075,0,170
23:36:38,01000,4819,29,823,964,0,191,3,20075,0,170
23:36:40,01000,4819,30,823,964,0,191,3,20075,0,170
23:36:44,01000,4819,29,823,964,0,191,3,20075,0,170
23:36:46,01000,4819,30,823,964,0,191,3,20075,0,170
23:36:48,01000,4819,29,823,964,0,191,3,20075,0,170
23:36:52,01000,4818,29,823,964,0,191,3,20075,0,170
23:36:54,01000,4819,29,823,964,0,191,3,20075,0,170
23:37:02,01000,4818,29,823,964,0,191,3,20075,0,170
23:37:06,01000,4819,29,823,964,0,191,3,20075,0,170
23:38:02,01000,4818,29,823,964,0,191,3,20075,0,170
23:38:14,01000,4819,29,823,964,0,191,3,20075,0,170
23:38:16,01000,4818,29,823,964,0,191,3,20075,0,170
23:38:40,01000,4819,29,823,964,0,191,3,20075,0,170
23:38:42,01000,4818,29,823,964,0,191,3,20075,0,170
23:38:44,01000,4819,29,823,964,0,191,3,20075,0,170
23:38:48,01000,4818,29,823,964,0,191,3,20075,0,170
23:38:50,01000,4819,29,823,964,0,191,3,20075,0,170
23:39:08,01000,4819,30,823,964,0,191,3,20075,0,170
23:39:10,01000,4819,29,823,964,0,191,3,20075,0,170
23:39:22,01000,4819,30,823,964,0,191,3,20075,0,170
23:39:24,01000,4819,29,823,964,0,191,3,20075,0,170
23:39:32,01000,4819,30,823,964,0,191,3,20075,0,170
23:39:34,01000,4819,29,823,964,0,191,3,20075,0,170
23:39:36,01000,4818,29,823,964,0,191,3,20075,0,170
23:39:44,01000,4819,29,823,964,0,191,3,20075,0,170
23:39:50,01000,4819,30,823,964,0,191,3,20075,0,170
23:39:54,01000,4819,29,823,964,0,191,3,20075,0,170
23:40:14,01000,4820,29,823,964,0,191,3,20075,0,170
23:40:16,01000,4819,29,823,964,0,191,3,20075,0,170
23:40:42,01000,4819,30,823,964,0,191,3,20075,0,170
23:40:44,01000,4819,29,823,964,0,191,3,20075,0,170
23:40:50,01000,4819,30,823,964,0,191,3,20075,0,170
23:40:52,01000,4819,29,823,964,0,191,3,20075,0,170
23:41:00,01000,4818,29,823,964,0,191,3,20075,0,170
23:41:04,01000,4819,30,823,964,0,191,3,20075,0,170
23:41:06,01000,4819,29,823,964,0,191,3,20075,0,170
23:41:22,01000,4818,30,823,964,0,191,3,20075,0,170
23:41:24,01000,4818,29,823,964,0,191,3,20075,0,170
23:42:02,01000,4819,29,823,964,0,191,3,20075,0,170
23:42:04,01000,4818,29,823,964,0,191,3,20075,0,170
23:42:06,01000,4819,29,823,964,0,191,3,20075,0,170
23:42:08,01000,4818,29,823,964,0,191,3,20075,0,170
23:42:10,01000,4818,30,823,964,0,191,3,20075,0,170
23:42:12,01000,4818,29,823,964,0,191,3,20075,0,170
23:42:14,01000,4818,30,823,964,0,191,3,20075,0,170
23:42:20,01000,4818,29,823,964,0,191,3,20075,0,170
23:42:22,01000,4818,30,823,964,0,191,3,20075,0,170
23:42:24,01000,4818,29,823,964,0,191,3,20075,0,170
23:42:28,01000,4818,30,823,964,0,191,3,20075,0,170
23:42:30,01000,4818,29,823,964,0,191,3,20075,0,170
23:42:32,01000,4819,29,823,964,0,191,3,20075,0,170
23:42:34,01000,4818,29,823,964,0,191,3,20075,0,170
23:42:36,01000,4819,29,823,964,0,191,3,20075,0,170
23:42:38,01000,4819,30,823,964,0,191,3,20075,0,170
23:42:42,01000,4819,29,823,964,0,191,3,20075,0,170
23:42:44,01000,4819,30,823,964,0,191,3,20075,0,170
23:42:46,01000,4819,29,823,964,0,191,3,20075,0,170
23:42:56,01000,4818,29,823,964,0,191,3,20075,0,170
23:42:58,01000,4819,29,823,964,0,191,3,20075,0,170
23:43:10,01000,4818,30,823,964,0,191,3,20075,0,170
23:43:18,01000,4818,29,823,964,0,191,3,20075,0,170
23:43:24,01000,4818,30,823,964,0,191,3,20075,0,170
23:43:28,01000,4818,29,823,964,0,191,3,20075,0,170
23:43:34,01000,4818,30,823,964,0,191,3,20075,0,170
23:43:36,01000,4818,29,823,964,0,191,3,20075,0,170
23:43:46,01000,4819,29,823,964,0,191,3,20075,0,170
23:43:48,01000,4818,30,823,964,0,191,3,20075,0,170
23:43:50,01000,4818,29,823,964,0,191,3,20075,0,170
23:43:56,01000,4819,30,823,964,0,191,3,20075,0,170
23:43:58,01000,4818,30,823,964,0,191,3,20075,0,170
23:44:02,01000,4818,29,823,964,0,191,3,20075,0,170
23:44:06,01000,4819,29,823,964,0,191,3,20075,0,170
23:44:10,01000,4818,29,823,964,0,191,3,20075,0,170
23:44:12,01000,4818,30,823,964,0,191,3,20075,0,170
23:44:16,01000,4819,30,823,964,0,191,3,20075,0,170
23:44:18,01000,4818,29,823,964,0,191,3,20075,0,170
23:44:24,01000,4819,30,823,964,0,191,3,20075,0,170
23:44:26,01000,4819,29,823,964,0,191,3,20075,0,170
23:44:32,01000,4818,29,823,964,0,191,3,20075,0,170
23:44:44,01000,4819,30,823,964,0,191,3,20075,0,170
23:44:46,01000,4819,29,823,964,0,191,3,20075,0,170
23:44:48,01000,4818,29,823,964,0,191,3,20075,0,170
23:44:52,01000,4819,29,823,964,0,191,3,20075,0,170
23:45:10,01000,4819,30,823,964,0,191,3,20075,0,170
23:45:12,01000,4819,29,823,964,0,191,3,20075,0,170
23:45:14,01000,4818,29,823,964,0,191,3,20075,0,170
23:45:16,01000,4818,30,823,964,0,191,3,20075,0,170
23:45:18,01000,4818,29,823,964,0,191,3,20075,0,170
23:45:24,01000,4819,29,823,964,0,191,3,20075,0,170
